page,Merek_Laptop,Nama_Laptop,Harga,Link_Produk
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A407UF-BV532T 14"" FHD/Intel Core i5-8520U/4GB/1TB/NVIDIA GeForce MX 130 2GB /WIN 10 - Gold",8494000,//www.jd.id/product/asus-a407uf-bv532t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659821/103825127.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A407UF-EB731T 14"" FHD/Intel Core i7-8550U/8GB/1TB/NVIDIA GeForce MX 130 2GB /WIN 10 - Grey",11100000,//www.jd.id/product/asus-a407uf-eb731t-14-fhd-intel-core-i7-8550u-8gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659850/103825198.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A407UF-EB732T 14"" FHD/Intel Core i7-8550U/8GB/1TB/NVIDIA GeForce MX 130 2GB /WIN 10 - Gold",11100000,//www.jd.id/product/asus-a407uf-eb732t-14-fhd-intel-core-i7-8550u-8gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659877/103825244.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A407UF-EB741T 14"" FHD/Intel Core i7-8550U/8GB/256GB/NVIDIA GeForce MX 130 2GB /WIN 10 - Grey",11389000,//www.jd.id/product/asus-a407uf-eb741t-14-fhd-intel-core-i7-8550u-8gb-256gb-nvidia-geforce-mx-130-2gb-win-10-grey_11659948/103825443.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A407UF-EB742T 14"" FHD/Intel Core i7-8550U/8GB/256GB/NVIDIA GeForce MX 130 2GB /WIN 10 - Gold",11389000,//www.jd.id/product/asus-a407uf-eb742t-14-fhd-intel-core-i7-8550u-8gb-256gb-nvidia-geforce-mx-130-2gb-win-10-gold_11659979/103825535.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A442UF-GA503T 14"" FHD/Intel Core i5-8250U/4GB/1TB/Nvidia GeForce MX130 2GB/WIN 10 Home - Gold",8308000,//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A442UR-GA041T 14""/Core i5-8250U/4GB/1TB/NVIDIA GT930MX 2GB/WIN 10 Home - Dark Grey",8202000,//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A456UR-GA094D 14""/i5-7200U/Nvidia GT930MX 2GB/4GB/1TB/DOS Notebook - White",6186000,//www.jd.id/product/asus-a456ur-ga094d-14-i5-7200u-nvidia-gt930mx-2gb-4gb-1tb-dos-notebook-white_744748/10096841.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A507UA-BR311T 15.6""/Intel Core i3-7020U/4GB/1TB/Intel HD Graphics/WIN10 Home - Star Grey",5791000,//www.jd.id/product/asus-a507ua-br311t-15-6-intel-core-i3-7020u-4gb-1tb-intel-hd-graphics-win10-home-star-grey_10670151/101490943.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A507UA-BR312T 15.6""/Intel Core i3-7020U/4GB/1TB/Intel HD Graphics/WIN10 Home - Icicle Gold",5791000,//www.jd.id/product/asus-a507ua-br312t-15-6-intel-core-i3-7020u-4gb-1tb-intel-hd-graphics-win10-home-icicle-gold_10669426/101489687.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS A507UF-BR312T 15.6""/Intel Core i3-7020U/4GB/1TB/Nvidia GeForce MX130 2GB/WIN 10 Home - Icicle Gold",6563000,//www.jd.id/product/asus-a507uf-br312t-15-6-intel-core-i3-7020u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-icicle-gold_10670348/101491288.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS B451JA-FA092G 14""/i7-4610M/8GB/256GB/Win7 Pro Notebook - Black",16597000,//www.jd.id/product/asus-b451ja-fa092g-14-i7-4610m-8gb-256gb-win7-pro-notebook-black_706840/10046768.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS B451JA-WO094G 14""/i5-4210M/4GB/500GB/Win7 Pro Notebook - Black",13357000,//www.jd.id/product/asus-b451ja-wo094g-14-i5-4210m-4gb-500gb-win7-pro-notebook-black_706836/10046763.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS E203MAH-FD411T 11.6"" HD/Intel Celeron N4000/4GB/500GB/Intel HD Graphics 600/WIN 10 - Star Grey",3861000,//www.jd.id/product/asus-e203mah-fd411t-11-6-hd-intel-celeron-n4000-4gb-500gb-intel-hd-graphics-600-win-10-star-grey_10505748/101110384.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS E203MAH-FD412T 11.6"" HD/Intel Celeron N4000/4GB/500GB/Intel HD Graphics 600/WIN 10 - Pearl White",3861000,//www.jd.id/product/asus-e203mah-fd412t-11-6-hd-intel-celeron-n4000-4gb-500gb-intel-hd-graphics-600-win-10-pearl-white_10505749/101110385.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,ASUS F560UD-EJ511T 15.6” FHD/Intel Core i5-8250U/4GB/1TB/Nvidia GeForce GTX1050 4GB/WIN 10 – Black,11460000,//www.jd.id/product/asus-f560ud-ej511t-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-gtx1050-4gb-win-10-black_11113611/102437310.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS F570ZD-R5591T 15.6"" FHD/AMD Quad Core R5-2500U/8GB/1TB/AMD Radeon Vega 8/WIN 10 - Black",11099000,//www.jd.id/product/asus-f570zd-r5591t-15-6-fhd-amd-quad-core-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-black_11061927/102328238.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS F570ZD-R7591T 15.6""/AMD Ryzen R7-2700U/8GB/1TB+256G SATA SSD/Nvidia GTX1050 4GB/Win10 – Lightening Blue + MICROSOFT Office 365 Personal",14529000,//www.jd.id/product/asus-f570zd-r7591t-15-6-amd-ryzen-r7-2700u-8gb-1tb-256g-sata-ssd-nvidia-gtx1050-4gb-win10-lightening-blue-microsoft-office-365-personal_12098611/104656218.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,ASUS F570ZD-R7591T 15.6”/AMD Ryzen R7-2700U/8GB/1TB+256G SATA SSD/Nvidia GTX1050 4GB/Win10 – Lightening Blue,13999000,//www.jd.id/product/asus-f570zd-r7591t-15-6-amd-ryzen-r7-2700u-8gb-1tb-256g-sata-ssd-nvidia-gtx1050-4gb-win10-lightening-blue_10672420/101496159.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GD-E4308T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB/Nvidia GeForce GTX1050 4GB/WIN 10 - Red Pattern",13847000,//www.jd.id/product/asus-fx504gd-e4308t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-geforce-gtx1050-4gb-win-10-red-pattern_10391016/100835127.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GD-E4309T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB/Nvidia GeForce GTX1050 4GB/WIN 10 - Gun Metal",13847000,//www.jd.id/product/asus-fx504gd-e4309t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-geforce-gtx1050-4gb-win-10-gun-metal_10391018/100835134.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GE - E4267T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB+128GB SSD/Nvidia GeForce GTX1050Ti 4GB/WIN 10 - Gun Metal",15280000,//www.jd.id/product/asus-fx504ge-e4267t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-gun-metal_10349617/100736652.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GE-E4267T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB/NVIDIA GTX1050Ti 4GB/WIN 10 - Gun Metal",13545000,//www.jd.id/product/asus-fx504ge-e4267t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-gtx1050ti-4gb-win-10-gun-metal_11660419/103826246.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GE-E4293T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB/NVIDIA GTX1050Ti 4GB/WIN 10 - Red",13545000,//www.jd.id/product/asus-fx504ge-e4293t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-gtx1050ti-4gb-win-10-red_11660453/103826336.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX504GM-E4073T 15.6"" FHD/Intel Core i5-8300H/8GB/1TB+256GB SSD/Nvidia GeForce GTX1060 6GB/WIN 10 - Gun Metal",15120000,//www.jd.id/product/asus-fx504gm-e4073t-15-6-fhd-intel-core-i5-8300h-8gb-1tb-256gb-ssd-nvidia-geforce-gtx1060-6gb-win-10-gun-metal_10505812/101110495.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX505GD-I5501T 15.6"" FHD/Intel Core i5-8300H/8GB/1TB/Nvidia GeForce GTX1050/WIN 10 - Red Fushion",11937000,//www.jd.id/product/asus-fx505gd-i5501t-15-6-fhd-intel-core-i5-8300h-8gb-1tb-nvidia-geforce-gtx1050-win-10-red-fushion_11386931/103402587.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX505GD-I7501T 15.6"" FHD/Intel Core i7-8750H//8GB/1TB/NVIDIA GTX1050 4GB/WIN 10 - Black",14325000,//www.jd.id/product/asus-fx505gd-i7501t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-gtx1050-4gb-win-10-black_11660673/103826890.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX505GD-I7561T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB/Nvidia GeForce GTX1050 4GB/WIN 10 - Gold Steel",14802000,//www.jd.id/product/asus-fx505gd-i7561t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-nvidia-geforce-gtx1050-4gb-win-10-gold-steel_11157485/102590674.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS FX505GE-I7T01T 15.6"" FHD/Intel Core i7-8750H/8GB/1TB+128GB SSD/Nvidia GeForce GTX1050Ti 4GB/WIN 10 - Red Fusion",15280000,//www.jd.id/product/asus-fx505ge-i7t01t-15-6-fhd-intel-core-i7-8750h-8gb-1tb-128gb-ssd-nvidia-geforce-gtx1050ti-4gb-win-10-red-fusion_11157492/102590681.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS P4410JF-WO039G 14""/i5-4210M/4GB/1TB/NVIDIA 930M 2GB/Win7 Pro Notebook - Black",8885000,//www.jd.id/product/asus-p4410jf-wo039g-14-i5-4210m-4gb-1tb-nvidia-930m-2gb-win7-pro-notebook-black_706830/10046757.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,ASUS ROG G752VS-BA358T – Gaming Notebook,40599000,//www.jd.id/product/asus-rog-g752vs-ba358t-gaming-notebook_770105/10132331.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS ROG GL502VM-HM126T_i7-7700HQ_1TB HDD + 256GB SSD_16GB DDR4 RAM_VGA6GB GTX1060_WIN 10_Metal Gray Titanium_15.6"" FHD Mouse",25999000,//www.jd.id/product/asus-rog-gl502vm-hm126t-i7-7700hq-1tb-hdd-256gb-ssd-16gb-ddr4-ram-vga6gb-gtx1060-win-10-metal-gray-titanium-15-6-fhd-mouse_10005127/100007629.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS ROG GL702VM-HM126T+WIN10_GRAY_17.3""FHD_i7-7700HQ_1TB HDD+256GB SSD_16GB DDR4 RAM_GTX1060 6GB VGA_MOUSE_HEADSET",27899000,//www.jd.id/product/asus-rog-gl702vm-hm126t-win10-gray-17-3-fhd-i7-7700hq-1tb-hdd-256gb-ssd-16gb-ddr4-ram-gtx1060-6gb-vga-mouse-headset_10211874/100463903.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS ROG GL753VE-GC050T/17.3"" FHD/ Core i7 7700HQ/16GB DDR4 RAM upgradeable up to 32GB/2TB HDD+256GB SATA3 SSD/GTX 1050Ti 4G/WIN",20999000,//www.jd.id/product/asus-rog-gl753ve-gc050t-17-3-fhd-core-i7-7700hq-16gb-ddr4-ram-upgradeable-up-to-32gb-2tb-hdd-256gb-sata3-ssd-gtx-1050ti-4g-win_766376/10126396.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS ROG GX501VI-GZ001T 15.6"" FHD/i7-7700HQ_512GB SSD_24GB DDR4 RAM_VGA8GB GTX1080_WIN10_BLACK_MOUSE_NO ODD - 90NB0GU1-M00480",46499000,//www.jd.id/product/asus-rog-gx501vi-gz001t-15-6-fhd-i7-7700hq-512gb-ssd-24gb-ddr4-ram-vga8gb-gtx1080-win10-black-mouse-no-odd-90nb0gu1-m00480_10121403/100275771.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS UX333FA-A5801T 13.3"" FHD/Intel Core i5-8265U/8GB/256GB SSD/Intel UHD Graphics/WIN 10 - Royal Blue",13950000,//www.jd.id/product/asus-ux333fa-a5801t-13-3-fhd-intel-core-i5-8265u-8gb-256gb-ssd-intel-uhd-graphics-win-10-royal-blue_11113929/102438563.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS UX391UA-ET025T 13.3"" FHD/Intel Core i7-8550U/16GB/512GBSSD/Intel UHD Graphics/WIN 10 - Deep Dive Blue",21326000,//www.jd.id/product/asus-ux391ua-et025t-13-3-fhd-intel-core-i7-8550u-16gb-512gbssd-intel-uhd-graphics-win-10-deep-dive-blue_10597057/101325976.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS UX391UA-ET026T 13.3"" FHD/Intel Core i7-8550U/16GB/512GB SSD/Intel HD Graphics/WIN 10 Home - Red",21326000,//www.jd.id/product/asus-ux391ua-et026t-13-3-fhd-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-win-10-home-red_10671086/101492922.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS UX433FA-A5801T 14"" FHD/Intel Core i5-8265U/8GB/256GB SSD/Intel UHD Graphics/WIN 10 - Royal Blue",13950000,//www.jd.id/product/asus-ux433fa-a5801t-14-fhd-intel-core-i5-8265u-8gb-256gb-ssd-intel-uhd-graphics-win-10-royal-blue_11113968/102438789.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS UX490UAR-BE111T 14""/Intel Core i7-8550U/16GB/512GB SSD/Intel HD Graphics 620/WIN 10 - Grey",20715000,//www.jd.id/product/asus-ux490uar-be111t-14-intel-core-i7-8550u-16gb-512gb-ssd-intel-hd-graphics-620-win-10-grey_10123068/100278848.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA411T	14"" HD/AMD A4-9125/4GB/500GB/AMD Radeon R5/WIN 10 - Brown Black",3956000,//www.jd.id/product/asus-x441ba-ga411t-14-hd-amd-a4-9125-4gb-500gb-amd-radeon-r5-win-10-brown-black_10478994/101062995.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA412T	14"" HD/AMD A4-9125/4GB/500GB/AMD Radeon R5/WIN 10 - Silver Gradient",3956000,//www.jd.id/product/asus-x441ba-ga412t-14-hd-amd-a4-9125-4gb-500gb-amd-radeon-r5-win-10-silver-gradient_10505706/101110284.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA413T	14"" HD/AMD A4-9125/4GB/500GB/AMD Radeon R5/WIN 10 - Red",3956000,//www.jd.id/product/asus-x441ba-ga413t-14-hd-amd-a4-9125-4gb-500gb-amd-radeon-r5-win-10-red_10505707/101110285.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA612T	14""/AMD A6-9225/4GB/1TB/AMD Radeon R4/WIN 10 - Silver Gradient",4439000,//www.jd.id/product/asus-x441ba-ga612t-14-amd-a6-9225-4gb-1tb-amd-radeon-r4-win-10-silver-gradient_10421201/100912940.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA613T	14""/AMD A6-9225/4GB/1TB/AMD Radeon R4/WIN 10 - Red",4439000,//www.jd.id/product/asus-x441ba-ga613t-14-amd-a6-9225-4gb-1tb-amd-radeon-r4-win-10-red_10477036/101059174.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA912T 14"" HD/AMD A9-9425/4GB/1TB/AMD Radeon R5/Windows 10 - Silver",4825000,//www.jd.id/product/asus-x441ba-ga912t-14-hd-amd-a9-9425-4gb-1tb-amd-radeon-r5-windows-10-silver_10426106/100929676.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441BA-GA913T 14"" HD/AMD A9-9425/4GB/1TB/AMD Radeon R5/Windows 10 - Red",4825000,//www.jd.id/product/asus-x441ba-ga913t-14-hd-amd-a9-9425-4gb-1tb-amd-radeon-r5-windows-10-red_10426112/100929693.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441MA-GA013T 14"" HD/Intel Celeron N4000/4GB/1TB/Intel HD Graphics/WIN 10 - Red",4150000,//www.jd.id/product/asus-x441ma-ga013t-14-hd-intel-celeron-n4000-4gb-1tb-intel-hd-graphics-win-10-red_10349589/100736602.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441UA-GA313T 14"" HD/Intel Core i3-7020U/4GB/1TB/Intel HD Graphics/WIN 10 Home - Red",5888000,//www.jd.id/product/asus-x441ua-ga313t-14-hd-intel-core-i3-7020u-4gb-1tb-intel-hd-graphics-win-10-home-red_10597115/101326145.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441UB-GA311T 14"" HD/Intel Core i3-7020U/4GB/1TB/Nvidia GeForce MX110/WIN 10 - Black",6467000,//www.jd.id/product/asus-x441ub-ga311t-14-hd-intel-core-i3-7020u-4gb-1tb-nvidia-geforce-mx110-win-10-black_11054425/102301582.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441UB-GA312T 14"" HD/Intel Core i3-7020U/4GB/1TB/Nvidia GeForce MX110/WIN 10 - Silver",6467000,//www.jd.id/product/asus-x441ub-ga312t-14-hd-intel-core-i3-7020u-4gb-1tb-nvidia-geforce-mx110-win-10-silver_11054431/102301589.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441UB-GA313T 14"" HD/Intel Core i3-7020U/4GB/1TB/Nvidia GeForce MX110/WIN 10 - Red",6467000,//www.jd.id/product/asus-x441ub-ga313t-14-hd-intel-core-i3-7020u-4gb-1tb-nvidia-geforce-mx110-win-10-red_11112555/102435033.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X441UB-GA314T 14"" HD/Intel Core i3-7020U/4GB/1TB/Nvidia GeForce MX110/WIN 10 - White",6467000,//www.jd.id/product/asus-x441ub-ga314t-14-hd-intel-core-i3-7020u-4gb-1tb-nvidia-geforce-mx110-win-10-white_11112706/102435446.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X505ZA-BR301T 15.6"" HD/AMD Ryzen R3-2200U/4GB/1TB/AMD Radeon Vega 3/WIN 10 - Dark Grey",6079000,//www.jd.id/product/asus-x505za-br301t-15-6-hd-amd-ryzen-r3-2200u-4gb-1tb-amd-radeon-vega-3-win-10-dark-grey_10479009/101063032.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X505ZA-BR501T 15.6"" HD/AMD Ryzen R5-2500U/8GB/1TB/AMD Radeon Vega 8/WIN 10 - Grey",7720000,//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X505ZA-BR512T 15.6"" HD/AMD Quad Core R5-2500U/4GB/256GB SSD/AMD Radeon Vega 8/WIN 10 - Gold Metal",8011000,//www.jd.id/product/asus-x505za-br512t-15-6-hd-amd-quad-core-r5-2500u-4gb-256gb-ssd-amd-radeon-vega-8-win-10-gold-metal_11061017/102326474.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X505ZA-BR701T 15.6"" HD/AMD Ryzen R7-2700U/4GB/1TB+256GB SSD/AMD Radeon Vega 10/WIN 10 - Dark Grey",10615000,//www.jd.id/product/asus-x505za-br701t-15-6-hd-amd-ryzen-r7-2700u-4gb-1tb-256gb-ssd-amd-radeon-vega-10-win-10-dark-grey_10505718/101110329.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X540MA-GO001T 15.6"" HD/Intel Celeron N4000/4GB/500GB/Intel HD Graphics/WIN 10 - Black",4054000,//www.jd.id/product/asus-x540ma-go001t-15-6-hd-intel-celeron-n4000-4gb-500gb-intel-hd-graphics-win-10-black_10478946/101062897.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X540MA-GO002T 15.6"" HD/Intel Celeron N4000/4GB/500GB/Intel HD Graphics/WIN 10 - Silver",4054000,//www.jd.id/product/asus-x540ma-go002t-15-6-hd-intel-celeron-n4000-4gb-500gb-intel-hd-graphics-win-10-silver_10478959/101062924.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ASUS,"ASUS X555QA-DM201T 15.6"" HD/AMD Quad Core A12-9720P/4GB/1TB/AMD Radeon R7/WIN 10 - Black",5308000,//www.jd.id/product/asus-x555qa-dm201t-15-6-hd-amd-quad-core-a12-9720p-4gb-1tb-amd-radeon-r7-win-10-black_11057909/102313969.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,AVITA,"AVITA Liber 13.3"" FHD/Intel Core i5-7Y54/8GB/256GB SSD/Intel HD Graphics/WIN 10 - Black",9999000,//www.jd.id/product/avita-liber-13-3-fhd-intel-core-i5-7y54-8gb-256gb-ssd-intel-hd-graphics-win-10-black_10665353/101481539.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc,AVITA,"AVITA Liber 13.3"" FHD/Intel Core i5-7Y54/8GB/256GB SSD/Intel HD Graphics/WIN 10 - Black  + Microsoft Office 365 Personal",12529000,//www.jd.id/product/avita-liber-13-3-fhd-intel-core-i5-7y54-8gb-256gb-ssd-intel-hd-graphics-win-10-black-microsoft-office-365-personal_11650174/103811909.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,AVITA,"AVITA Liber 13.3"" FHD/Intel Core i5-7Y54/8GB/256GB SSD/Intel HD Graphics/WIN 10 - Cloud Silver",9999000,//www.jd.id/product/avita-liber-13-3-fhd-intel-core-i5-7y54-8gb-256gb-ssd-intel-hd-graphics-win-10-cloud-silver_10665357/101481548.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc,AVITA,"AVITA Liber 13.3"" FHD/Intel Core i5-7Y54/8GB/256GB SSD/Intel HD Graphics/WIN 10 - Cloud Silver  + Microsoft Office 365 Personal",12529000,//www.jd.id/product/avita-liber-13-3-fhd-intel-core-i5-7y54-8gb-256gb-ssd-intel-hd-graphics-win-10-cloud-silver-microsoft-office-365-personal_11659621/103824675.html
