,Page,Manufacturer,Model_Name,Price_in_USD,Product_Link,CPU,Display_Size,Operating_System,RAM,GPU,Screen_Resolution
309,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mrea2id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-silver_11393242/103424659.html,NVIDIA,"15.4""",MACOS,4GB,ARM,1920 x 1080
310,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mree2id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gold_11393109/103424423.html,NVIDIA,"17""",MACOS,4GB,ARM,3840 x 2160
311,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mrea2id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-silver_11393242/103424659.html,NVIDIA,"14""",MACOS,4GB,ARM,1920 x 1080
312,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mre82id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_11393169/103424505.html,INTEL,"14""",MACOS,4GB,ARM,3840 x 2160
313,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mree2id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gold_11393109/103424423.html,ARM,"13""",MACOS,16GB,NVIDIA,2560 x 1440
314,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1446.82,//www.jd.id/product/apple-macbook-air-2018-mre82id-13-inch-1-6ghz-dual-core-i5-8gb-128gb-intel-uhd-graphics-617-gray_11393169/103424505.html,NVIDIA,"15.4""",MACOS,16GB,NVIDIA,1920 x 1080
315,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166566/502621409.html,ARM,"15.6""",MACOS,32GB,AMD,1920 x 1080
316,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_51166622/502622360.html,ARM,"14""",MACOS,32GB,NVIDIA,1280 x 720
317,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_50988165/502136180.html,INTEL,"14""",MACOS,4GB,ARM,3840 x 2160
318,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166566/502621409.html,ARM,"14""",MACOS,8GB,ARM,1920 x 1080
319,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_50988165/502136180.html,INTEL,"15.4""",MACOS,8GB,INTEL,1280 x 720
320,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_50353714/500745343.html,ARM,"13""",MACOS,12GB,NVIDIA,7680 x 4320
321,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_50988161/502136173.html,INTEL,"15.4""",MACOS,4GB,NVIDIA,7680 x 4320
322,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166546/502621298.html,NVIDIA,"15.6""",MACOS,12GB,INTEL,7680 x 4320
323,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166552/502621392.html,NVIDIA,"17""",MACOS,12GB,NVIDIA,3840 x 2160
324,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166552/502621392.html,ARM,"13""",MACOS,16GB,ARM,7680 x 4320
325,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_51166553/502621393.html,NVIDIA,"15.4""",MACOS,32GB,AMD,3840 x 2160
326,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_51166622/502622360.html,NVIDIA,"14""",MACOS,4GB,INTEL,7680 x 4320
327,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxu2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-silver_50353732/500745400.html,ARM,"13""",MACOS,8GB,INTEL,1280 x 720
328,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166568/502621411.html,NVIDIA,"15.4""",MACOS,8GB,ARM,1280 x 720
329,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_50988162/502136175.html,INTEL,"17""",MACOS,8GB,ARM,3840 x 2160
330,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_50988165/502136180.html,ARM,"14""",MACOS,4GB,AMD,3840 x 2160
331,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166552/502621392.html,ARM,"14""",MACOS,8GB,ARM,3840 x 2160
332,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_51166622/502622360.html,INTEL,"15.4""",MACOS,12GB,INTEL,1280 x 720
333,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_50988165/502136180.html,NVIDIA,"14""",MACOS,16GB,INTEL,3840 x 2160
334,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166546/502621298.html,INTEL,"15.4""",MACOS,16GB,ARM,7680 x 4320
335,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_50988161/502136173.html,ARM,"17""",MACOS,12GB,INTEL,2560 x 1440
336,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166546/502621298.html,NVIDIA,"15.4""",MACOS,12GB,INTEL,2560 x 1440
337,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mref2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_51166553/502621393.html,INTEL,"15.4""",MACOS,4GB,ARM,1280 x 720
338,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxu2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-silver_50353732/500745400.html,NVIDIA,"17""",MACOS,32GB,ARM,2560 x 1440
339,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_50353714/500745343.html,INTEL,"15.4""",MACOS,4GB,NVIDIA,1280 x 720
340,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxu2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-silver_50353732/500745400.html,NVIDIA,"15.4""",MACOS,16GB,AMD,1280 x 720
341,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_50353714/500745343.html,NVIDIA,"14""",MACOS,4GB,INTEL,3840 x 2160
342,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_50353714/500745343.html,INTEL,"15.6""",MACOS,32GB,NVIDIA,1280 x 720
343,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166568/502621411.html,ARM,"17""",MACOS,4GB,ARM,2560 x 1440
344,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mre92-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_51166546/502621298.html,INTEL,"14""",MACOS,12GB,AMD,1280 x 720
345,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_51166568/502621411.html,NVIDIA,"13""",MACOS,4GB,AMD,2560 x 1440
346,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxu2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-silver_50353732/500745400.html,NVIDIA,"15.6""",MACOS,32GB,NVIDIA,3840 x 2160
347,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_50988162/502136175.html,ARM,"13""",MACOS,16GB,AMD,1280 x 720
348,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_50988162/502136175.html,NVIDIA,"13""",MACOS,12GB,NVIDIA,3840 x 2160
349,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_50353714/500745343.html,INTEL,"17""",MACOS,16GB,ARM,7680 x 4320
350,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-pro-2017-mpxu2-13-inch-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-silver_50353732/500745400.html,ARM,"14""",MACOS,8GB,ARM,1920 x 1080
351,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1497.97,//www.jd.id/product/apple-macbook-air-2018-mrec2-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_50988162/502136175.html,NVIDIA,"14""",MACOS,8GB,INTEL,2560 x 1440
352,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1512.59,//www.jd.id/product/apple-macbook-pro-2017-mpxq2-13-non-touch-bar-2-3ghz-dual-i5-8gb-128gb-intel-iris-graphics-640-grey_10340094/100714424.html,INTEL,"17""",MACOS,8GB,INTEL,1920 x 1080
353,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1512.59,//www.jd.id/product/apple-macbook-pro-2017-mpxq2-13-non-touch-bar-2-3ghz-dual-i5-8gb-128gb-intel-iris-graphics-640-grey_10340094/100714424.html,ARM,"15.4""",MACOS,16GB,INTEL,1920 x 1080
354,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1512.59,//www.jd.id/product/apple-macbook-pro-2017-mpxq2-13-non-touch-bar-2-3ghz-dual-i5-8gb-128gb-intel-iris-graphics-640-grey_10340094/100714424.html,NVIDIA,"17""",MACOS,12GB,AMD,7680 x 4320
355,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1541.6,//www.jd.id/product/apple-macbook-mf865id-a-12-dual-core-m-8gb-512gb-intel-hd5300-silver_667448/1440.html,INTEL,"14""",MACOS,4GB,ARM,1280 x 720
356,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1541.6,//www.jd.id/product/apple-macbook-mf865id-a-12-dual-core-m-8gb-512gb-intel-hd5300-silver_667448/1440.html,ARM,"15.6""",MACOS,4GB,ARM,7680 x 4320
357,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1552.78,//www.jd.id/product/apple-macbook-2017-mnyl2-12-inch-1-3ghz-dual-i5-8gb-512gb-intel-hd-graphics-615-gold_10591639/101312710.html,ARM,"17""",MACOS,32GB,INTEL,3840 x 2160
358,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1552.78,//www.jd.id/product/apple-macbook-2017-mnyl2-12-inch-1-3ghz-dual-i5-8gb-512gb-intel-hd-graphics-615-gold_10591639/101312710.html,INTEL,"15.4""",MACOS,32GB,INTEL,3840 x 2160
359,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1552.78,//www.jd.id/product/apple-macbook-2017-mnyl2-12-inch-1-3ghz-dual-i5-8gb-512gb-intel-hd-graphics-615-gold_10591639/101312710.html,ARM,"14""",MACOS,32GB,ARM,2560 x 1440
360,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1577.55,//www.jd.id/product/apple-macbook-pro-mpxt2-13-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_10340126/100714459.html,ARM,"17""",MACOS,8GB,ARM,3840 x 2160
361,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1592.97,//www.jd.id/product/apple-macbook-air-2018-mref2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_11393139/103424464.html,NVIDIA,"15.6""",MACOS,32GB,ARM,2560 x 1440
362,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1592.97,//www.jd.id/product/apple-macbook-air-2018-mre92id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_11393187/103424536.html,ARM,"13""",MACOS,12GB,AMD,2560 x 1440
363,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1607.59,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_10054721/100131302.html,ARM,"15.4""",MACOS,4GB,NVIDIA,1920 x 1080
364,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1607.59,//www.jd.id/product/apple-macbook-pro-2017-mpxt2-13-non-touch-bar-2-3ghz-dualcore-i5-8gb-256gb-intel-iris-graphics-640-grey_10054721/100131302.html,NVIDIA,"14""",MACOS,12GB,NVIDIA,2560 x 1440
365,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1653.33,//www.jd.id/product/apple-macbook-pro-2017-mpxx2-13-touch-bar-3-1ghz-dualcore-i5-8gb-256gb-intel-iris-plus-graphics-650-silver_10340159/100714514.html,INTEL,"15.6""",MACOS,4GB,INTEL,3840 x 2160
366,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1653.33,//www.jd.id/product/apple-macbook-pro-2017-mpxx2-13-touch-bar-3-1ghz-dualcore-i5-8gb-256gb-intel-iris-plus-graphics-650-silver_10340159/100714514.html,INTEL,"15.6""",MACOS,32GB,ARM,1280 x 720
367,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1653.33,//www.jd.id/product/apple-macbook-pro-2017-mpxx2-13-touch-bar-3-1ghz-dualcore-i5-8gb-256gb-intel-iris-plus-graphics-650-silver_10340159/100714514.html,ARM,"15.6""",MACOS,16GB,ARM,2560 x 1440
368,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1658.74,//www.jd.id/product/apple-macbook-pro-mpxt2id-13-non-touch-bar-2-3ghz-dual-core-i5-8gb-256gb-intel-iris-plus-graphics-640-space-grey_10886547/101841904.html,INTEL,"13""",MACOS,16GB,NVIDIA,2560 x 1440
369,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1658.74,//www.jd.id/product/apple-macbook-pro-mpxt2id-13-non-touch-bar-2-3ghz-dual-core-i5-8gb-256gb-intel-iris-plus-graphics-640-space-grey_10886547/101841904.html,ARM,"15.6""",MACOS,4GB,AMD,1920 x 1080
370,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mref2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_11393139/103424464.html,NVIDIA,"17""",MACOS,32GB,AMD,7680 x 4320
371,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mre92id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_11393187/103424536.html,INTEL,"15.6""",MACOS,32GB,ARM,1280 x 720
372,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mref2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_11393139/103424464.html,ARM,"15.6""",MACOS,12GB,AMD,7680 x 4320
373,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mref2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_11393139/103424464.html,INTEL,"13""",MACOS,16GB,INTEL,1920 x 1080
374,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mrec2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_11393250/103424679.html,NVIDIA,"13""",MACOS,4GB,AMD,3840 x 2160
375,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mre92id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_11393187/103424536.html,NVIDIA,"14""",MACOS,12GB,AMD,1920 x 1080
376,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mrec2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_11393250/103424679.html,NVIDIA,"13""",MACOS,12GB,NVIDIA,1920 x 1080
377,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mref2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gold_11393139/103424464.html,INTEL,"17""",MACOS,4GB,NVIDIA,7680 x 4320
378,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mrec2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_11393250/103424679.html,NVIDIA,"13""",MACOS,12GB,ARM,1280 x 720
379,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mrec2id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-silver_11393250/103424679.html,INTEL,"17""",MACOS,32GB,NVIDIA,7680 x 4320
380,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1666.05,//www.jd.id/product/apple-macbook-air-2018-mre92id-13-inch-1-6ghz-dual-core-i5-8gb-256gb-intel-uhd-graphics-617-gray_11393187/103424536.html,ARM,"15.6""",MACOS,16GB,ARM,1280 x 720
381,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1682.93,//www.jd.id/product/apple-macbook-2017-mnyn2-12-1-3ghz-dual-m5-8gb-512gb-intel-hd-graphics-615-rose-gold_10340045/100714330.html,INTEL,"13""",MACOS,12GB,AMD,3840 x 2160
382,https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,APPLE,MACBOOK,1682.93,//www.jd.id/product/apple-macbook-2017-mnyn2-12-1-3ghz-dual-m5-8gb-512gb-intel-hd-graphics-615-rose-gold_10340045/100714330.html,ARM,"17""",MACOS,12GB,INTEL,2560 x 1440
